"id","especie","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","inclinacion_peligrosa","cric_tronco_cm_cat","cric_diamtero_cm","esbeltez","rareza_de_altura"
24488,"Olmo comun","Alto (> 8 mts)",136,"Grande",-68.8466046105,-32.9028551244,"2",0,"medio",427.04,427.04,"muy común"
24490,"Prunas","Muy bajo (1 - 2 mts)",6,"Chico",-68.8465946914,-32.9027186866,"2",0,"bajo",18.84,75.36,"raro"
24491,"Jacarand","Bajo (2 - 4 mts)",18,"Chico",-68.846593689,-32.902680093,"2",0,"bajo",56.52,113.04,"normal"
24492,"Fresno europeo","Alto (> 8 mts)",180,"Grande",-68.8466538206,-32.9025953674,"2",0,"medio",565.2,565.2,"normal"
24493,"Fresno europeo","Alto (> 8 mts)",148,"Grande",-68.8467173869,-32.9025860578,"2",0,"medio",464.72,464.72,"normal"
24494,"Paraiso","Alto (> 8 mts)",120,"Grande",-68.8467668266,-32.9025793638,"2",0,"medio",376.8,376.8,"muy común"
24497,"Fresno europeo","Alto (> 8 mts)",118,"Grande",-68.8470383609,-32.9025243975,"2",0,"medio",370.52,370.52,"normal"
24498,"Paraiso","Alto (> 8 mts)",126,"Grande",-68.847075417,-32.9025162014,"2",0,"medio",395.64,395.64,"muy común"
24500,"Olmo comun","Alto (> 8 mts)",180,"Grande",-68.8471728053,-32.9025575412,"2",0,"medio",565.2,565.2,"muy común"
24501,"Olmo comun","Alto (> 8 mts)",170,"Grande",-68.8471774066,-32.9026167879,"2",0,"medio",533.8,533.8,"muy común"
24503,"Olmo comun","Alto (> 8 mts)",154,"Grande",-68.8471865594,-32.9027643155,"2",0,"medio",483.56,483.56,"muy común"
24506,"Fresno americano","Bajo (2 - 4 mts)",8,"Chico",-68.8471949979,-32.9029543118,"2",0,"bajo",25.12,50.24,"raro"
24509,"Fresno americano","Medio (4 - 8 mts)",120,"Grande",-68.8472157046,-32.9032828227,"2",0,"medio",376.8,1130.4,"muy común"
24510,"Olmo comun","Alto (> 8 mts)",126,"Grande",-68.8472208743,-32.903322323,"2",0,"medio",395.64,395.64,"muy común"
24511,"Olmo comun","Alto (> 8 mts)",129,"Grande",-68.8472230452,-32.9034275528,"2",0,"medio",405.06,405.06,"muy común"
24512,"Morera","Alto (> 8 mts)",141,"Grande",-68.8471743825,-32.903477594,"2",0,"medio",442.74,442.74,"muy común"
24513,"Morera","Alto (> 8 mts)",157,"Grande",-68.8470970266,-32.9034877218,"2",0,"medio",492.98,492.98,"muy común"
24514,"Morera","Alto (> 8 mts)",107,"Grande",-68.8470008815,-32.9034973307,"2",0,"medio",335.98,335.98,"muy común"
24516,"Morera","Alto (> 8 mts)",180,"Grande",-68.8468289689,-32.90351521,"2",0,"medio",565.2,565.2,"muy común"
24517,"Morera","Alto (> 8 mts)",140,"Grande",-68.8467485747,-32.903523104,"2",0,"medio",439.6,439.6,"muy común"
24519,"Fresno europeo","Bajo (2 - 4 mts)",17,"Chico",-68.8466345304,-32.9034183565,"2",0,"bajo",53.38,106.76,"raro"
24522,"Olmo comun","Alto (> 8 mts)",120,"Grande",-68.8466237262,-32.9032372118,"2",0,"medio",376.8,376.8,"muy común"
24523,"Fresno europeo","Alto (> 8 mts)",108,"Grande",-68.8466186975,-32.9031160907,"2",0,"medio",339.12,339.12,"normal"
24524,"Olmo comun","Alto (> 8 mts)",164,"Grande",-68.846612075,-32.9030036301,"2",0,"medio",514.96,514.96,"muy común"
24525,"Morera","Medio (4 - 8 mts)",101,"Grande",-68.8423825272,-32.9012843595,"2",0,"medio",317.14,951.42,"normal"
24526,"Morera","Medio (4 - 8 mts)",76,"Grande",-68.8424552295,-32.9012733603,"2",0,"bajo",238.64,715.92,"normal"
24527,"Morera","Medio (4 - 8 mts)",88,"Grande",-68.8425215343,-32.9012534263,"2",0,"bajo",276.32,828.96,"normal"
24528,"Morera","Medio (4 - 8 mts)",70,"Grande",-68.8425856875,-32.9012413343,"2",0,"bajo",219.8,659.4,"normal"
24529,"Morera","Medio (4 - 8 mts)",79,"Grande",-68.8426466299,-32.9012315826,"2",0,"bajo",248.06,744.18,"normal"
24530,"Morera","Medio (4 - 8 mts)",74,"Grande",-68.8427161386,-32.9012131854,"2",0,"bajo",232.36,697.08,"normal"
24535,"Prunas","Bajo (2 - 4 mts)",30,"Mediano",-68.8431352853,-32.9011266989,"2",0,"bajo",94.2,188.4,"muy común"
24538,"Olmo bola","Alto (> 8 mts)",156,"Grande",-68.8434313543,-32.9011299554,"2",0,"medio",489.84,489.84,"normal"
24540,"Acacia SP","Alto (> 8 mts)",111,"Grande",-68.84347699,-32.9013149491,"2",0,"medio",348.54,348.54,"muy común"
24542,"Morera","Alto (> 8 mts)",121,"Grande",-68.843507763,-32.9014423062,"2",0,"medio",379.94,379.94,"muy común"
24543,"Morera","Alto (> 8 mts)",103,"Grande",-68.8435385389,-32.9015681305,"2",0,"medio",323.42,323.42,"muy común"
24544,"Paraiso","Alto (> 8 mts)",250,"Grande",-68.8435499341,-32.9016228638,"2",0,"alto",785,785,"muy común"
24545,"Paraiso","Alto (> 8 mts)",128,"Grande",-68.8435608124,-32.9016663524,"2",0,"medio",401.92,401.92,"muy común"
24546,"Morera","Alto (> 8 mts)",204,"Grande",-68.8435756876,-32.9017169558,"2",0,"alto",640.56,640.56,"muy común"
24548,"Morera","Alto (> 8 mts)",180,"Grande",-68.843616466,-32.9018684005,"2",0,"medio",565.2,565.2,"muy común"
24552,"Morera","Alto (> 8 mts)",115,"Grande",-68.8435206893,-32.9019933451,"2",0,"medio",361.1,361.1,"muy común"
24553,"Morera","Medio (4 - 8 mts)",130,"Grande",-68.8434536558,-32.902007406,"2",0,"medio",408.2,1224.6,"normal"
24556,"Morera","Alto (> 8 mts)",180,"Grande",-68.843221652,-32.9021977316,"2",0,"medio",565.2,565.2,"muy común"
24557,"Morera","Alto (> 8 mts)",216,"Grande",-68.8433290569,-32.9021661394,"2",0,"alto",678.24,678.24,"muy común"
24559,"Morera","Alto (> 8 mts)",138,"Grande",-68.8434659389,-32.90212853,"2",0,"medio",433.32,433.32,"muy común"
24561,"Morera","Muy bajo (1 - 2 mts)",20,"Chico",-68.8436053591,-32.9021015068,"2",0,"bajo",62.8,251.2,"muy raro"
24562,"Morera","Alto (> 8 mts)",63,"Grande",-68.8436893279,-32.9021317851,"2",0,"bajo",197.82,197.82,"muy común"
24563,"Morera","Alto (> 8 mts)",76,"Grande",-68.8437052571,-32.9021909558,"2",0,"bajo",238.64,238.64,"muy común"
24565,"Morera","Alto (> 8 mts)",160,"Grande",-68.8437700273,-32.9024364767,"2",0,"medio",502.4,502.4,"muy común"
24567,"Morera","Alto (> 8 mts)",105,"Grande",-68.8438227736,-32.9026512349,"2",0,"medio",329.7,329.7,"muy común"
24569,"Fresno europeo","Alto (> 8 mts)",108,"Grande",-68.8438676867,-32.9028225219,"2",0,"medio",339.12,339.12,"normal"
24571,"Catalpa","Alto (> 8 mts)",171,"Grande",-68.8435917192,-32.9029338963,"2",1,"medio",536.94,536.94,"muy común"
24573,"Morera","Alto (> 8 mts)",254,"Grande",-68.8433885588,-32.9029751197,"2",1,"alto",797.56,797.56,"muy común"
24574,"Catalpa","Alto (> 8 mts)",150,"Grande",-68.8432859109,-32.9029950086,"2",0,"medio",471,471,"muy común"
24575,"Morera","Alto (> 8 mts)",252,"Grande",-68.8431738377,-32.9030153852,"2",0,"alto",791.28,791.28,"muy común"
24576,"Fresno europeo","Bajo (2 - 4 mts)",53,"Mediano",-68.8429704913,-32.9030509685,"2",0,"bajo",166.42,332.84,"raro"
24579,"Pltano","Alto (> 8 mts)",262,"Grande",-68.8427088511,-32.9029170994,"2",0,"alto",822.68,822.68,"muy común"
24581,"Pltano","Alto (> 8 mts)",254,"Grande",-68.8426599861,-32.9027453562,"2",0,"alto",797.56,797.56,"muy común"
24583,"Pltano","Alto (> 8 mts)",264,"Grande",-68.8426154301,-32.9025548633,"2",0,"alto",828.96,828.96,"muy común"
24585,"Pltano","Alto (> 8 mts)",225,"Grande",-68.8425686879,-32.9023917789,"2",0,"alto",706.5,706.5,"muy común"
24587,"Pltano","Alto (> 8 mts)",350,"Grande",-68.8425326226,-32.9022355608,"2",0,"muy alto",1099,1099,"muy común"
24589,"Morera","Bajo (2 - 4 mts)",50,"Mediano",-68.8424986716,-32.9020926003,"2",0,"bajo",157,314,"raro"
24592,"Pltano","Alto (> 8 mts)",262,"Grande",-68.8424211678,-32.9017967483,"2",0,"alto",822.68,822.68,"muy común"
24593,"Pltano","Alto (> 8 mts)",260,"Grande",-68.842391454,-32.901675614,"2",0,"alto",816.4,816.4,"muy común"
24594,"Pltano","Alto (> 8 mts)",200,"Grande",-68.8423521648,-32.9015294907,"2",0,"medio",628,628,"muy común"
24595,"Pltano","Alto (> 8 mts)",250,"Grande",-68.842321322,-32.9014423485,"2",0,"alto",785,785,"muy común"
24596,"Morera","Alto (> 8 mts)",129,"Grande",-68.8428751172,-32.903188717,"2",1,"medio",405.06,405.06,"muy común"
24597,"Morera","Alto (> 8 mts)",85,"Grande",-68.8430419177,-32.9031579986,"2",0,"bajo",266.9,266.9,"muy común"
24598,"Morera","Alto (> 8 mts)",85,"Grande",-68.8431338742,-32.9031397195,"2",0,"bajo",266.9,266.9,"muy común"
24599,"Fresno europeo","Alto (> 8 mts)",290,"Grande",-68.8432942531,-32.9031135913,"2",0,"alto",910.6,910.6,"normal"
24600,"Perenne","Alto (> 8 mts)",350,"Grande",-68.8434450619,-32.9030822075,"2",0,"muy alto",1099,1099,"muy raro"
24601,"Catalpa","Alto (> 8 mts)",225,"Grande",-68.8435637058,-32.9030604585,"2",0,"alto",706.5,706.5,"muy común"
24602,"Fresno europeo","Medio (4 - 8 mts)",90,"Grande",-68.8436449652,-32.9030466741,"2",0,"bajo",282.6,847.8,"muy común"
24604,"Catalpa","Alto (> 8 mts)",180,"Grande",-68.8438287297,-32.9030164483,"2",1,"medio",565.2,565.2,"muy común"
24605,"Morera","Alto (> 8 mts)",180,"Grande",-68.843931642,-32.903102947,"2",1,"medio",565.2,565.2,"muy común"
24607,"Morera","Alto (> 8 mts)",184,"Grande",-68.8439624056,-32.9032296845,"2",0,"medio",577.76,577.76,"muy común"
24608,"Morera","Alto (> 8 mts)",90,"Grande",-68.8440102113,-32.9033676711,"2",0,"bajo",282.6,282.6,"muy común"
24609,"Morera","Bajo (2 - 4 mts)",68,"Grande",-68.8440418709,-32.9035041552,"2",0,"bajo",213.52,427.04,"raro"
24610,"Morera","Alto (> 8 mts)",98,"Grande",-68.8440694294,-32.9035899312,"2",0,"bajo",307.72,307.72,"muy común"
24611,"Morera","Medio (4 - 8 mts)",84,"Grande",-68.844087439,-32.9036821063,"2",0,"bajo",263.76,791.28,"normal"
24612,"Morera","Alto (> 8 mts)",125,"Grande",-68.84401483,-32.9037907776,"2",1,"medio",392.5,392.5,"muy común"
24613,"Morera","Medio (4 - 8 mts)",50,"Mediano",-68.8439296234,-32.9038100954,"2",0,"bajo",157,471,"normal"
24614,"Morera","Alto (> 8 mts)",145,"Grande",-68.843564541,-32.9038511349,"2",1,"medio",455.3,455.3,"muy común"
24616,"Morera","Alto (> 8 mts)",125,"Grande",-68.8433749827,-32.9038708826,"2",1,"medio",392.5,392.5,"muy común"
24618,"Morera","Alto (> 8 mts)",200,"Grande",-68.8431336106,-32.9038955154,"2",0,"medio",628,628,"muy común"
24619,"Morera","Alto (> 8 mts)",180,"Grande",-68.8430619858,-32.9039004749,"2",1,"medio",565.2,565.2,"muy común"
24620,"Pltano","Alto (> 8 mts)",310,"Grande",-68.8429424336,-32.903807541,"2",0,"muy alto",973.4,973.4,"muy común"
24622,"Pltano","Alto (> 8 mts)",270,"Grande",-68.8428957022,-32.9036376941,"2",0,"alto",847.8,847.8,"muy común"
24625,"Pltano","Alto (> 8 mts)",210,"Grande",-68.8428255935,-32.9033896414,"2",0,"alto",659.4,659.4,"muy común"
24626,"Pltano","Alto (> 8 mts)",200,"Grande",-68.8427979806,-32.9032887978,"2",0,"medio",628,628,"muy común"
24627,"Pltano","Alto (> 8 mts)",250,"Grande",-68.8421142508,-32.9006772739,"2",0,"alto",785,785,"muy común"
24628,"Pltano","Alto (> 8 mts)",270,"Grande",-68.8420845081,-32.9005728206,"2",1,"alto",847.8,847.8,"muy común"
24629,"Pltano","Alto (> 8 mts)",252,"Grande",-68.8420632735,-32.9004925434,"2",0,"alto",791.28,791.28,"muy común"
24630,"Pltano","Alto (> 8 mts)",240,"Grande",-68.8420410043,-32.9003929687,"2",0,"alto",753.6,753.6,"muy común"
24631,"Pltano","Alto (> 8 mts)",230,"Grande",-68.8420187067,-32.900309444,"2",1,"alto",722.2,722.2,"muy común"
24632,"Pltano","Alto (> 8 mts)",300,"Grande",-68.8419964461,-32.9002050903,"2",0,"alto",942,942,"muy común"
24634,"Caducifolio","Medio (4 - 8 mts)",104,"Grande",-68.8419550658,-32.9000334464,"2",0,"medio",326.56,979.68,"raro"
24635,"Pltano","Alto (> 8 mts)",240,"Grande",-68.8419296082,-32.8999237687,"2",0,"alto",753.6,753.6,"muy común"
24636,"Pltano","Alto (> 8 mts)",260,"Grande",-68.8419040891,-32.899848806,"2",0,"alto",816.4,816.4,"muy común"
24637,"Pltano","Alto (> 8 mts)",250,"Grande",-68.8418679648,-32.899726942,"2",0,"alto",785,785,"muy común"
24639,"Morera","Alto (> 8 mts)",150,"Grande",-68.8430130164,-32.8995464238,"2",1,"medio",471,471,"muy común"
24640,"Morera","Medio (4 - 8 mts)",100,"Grande",-68.8430332092,-32.8996117315,"2",1,"bajo",314,942,"normal"
24641,"Morera","Alto (> 8 mts)",120,"Grande",-68.8430841665,-32.8998086345,"2",0,"medio",376.8,376.8,"muy común"
24642,"Morera","Alto (> 8 mts)",100,"Grande",-68.8430905115,-32.8998472348,"2",0,"bajo",314,314,"muy común"
24643,"Morera","Alto (> 8 mts)",158,"Grande",-68.8431075027,-32.8999098334,"2",0,"medio",496.12,496.12,"muy común"
24644,"Morera","Alto (> 8 mts)",143,"Grande",-68.8431308737,-32.8999912853,"2",1,"medio",449.02,449.02,"muy común"
24645,"Morera","Alto (> 8 mts)",140,"Grande",-68.8431818257,-32.9001914342,"2",1,"medio",439.6,439.6,"muy común"
24648,"Morera","Alto (> 8 mts)",140,"Grande",-68.8432391941,-32.900389878,"2",0,"medio",439.6,439.6,"muy común"
24649,"Morera","Alto (> 8 mts)",103,"Grande",-68.8432519299,-32.9004412001,"2",0,"medio",323.42,323.42,"muy común"
24650,"Morera","Alto (> 8 mts)",145,"Grande",-68.8432657376,-32.9004908104,"2",1,"medio",455.3,455.3,"muy común"
24651,"Morera","Alto (> 8 mts)",160,"Grande",-68.8432784711,-32.900543485,"2",1,"medio",502.4,502.4,"muy común"
24654,"Morera","Alto (> 8 mts)",120,"Grande",-68.8433325508,-32.9007888125,"2",1,"medio",376.8,376.8,"muy común"
24655,"Morera","Alto (> 8 mts)",131,"Grande",-68.8433491789,-32.9008417003,"2",1,"medio",411.34,411.34,"muy común"
24657,"Fresno europeo","Medio (4 - 8 mts)",75,"Grande",-68.8432111785,-32.9009788412,"2",0,"bajo",235.5,706.5,"muy común"
24658,"Fresno europeo","Medio (4 - 8 mts)",75,"Grande",-68.8431273226,-32.9009955498,"2",0,"bajo",235.5,706.5,"muy común"
24659,"Morera","Medio (4 - 8 mts)",150,"Grande",-68.8430630626,-32.9010119764,"2",0,"medio",471,1413,"normal"
24660,"Fresno europeo","Bajo (2 - 4 mts)",62,"Grande",-68.8428810394,-32.9010492157,"2",0,"bajo",194.68,389.36,"raro"
24662,"Fresno europeo","Medio (4 - 8 mts)",55,"Mediano",-68.8427552677,-32.9010775943,"2",0,"bajo",172.7,518.1,"muy común"
24663,"Fresno europeo","Bajo (2 - 4 mts)",20,"Chico",-68.8426304636,-32.9011039425,"2",0,"bajo",62.8,125.6,"raro"
24664,"Fresno europeo","Medio (4 - 8 mts)",48,"Mediano",-68.8425865166,-32.9011140257,"2",0,"bajo",150.72,452.16,"muy común"
24665,"Olmo comun","Medio (4 - 8 mts)",125,"Grande",-68.8425362351,-32.9011231308,"2",0,"medio",392.5,1177.5,"normal"
24666,"Fresno europeo","Muy bajo (1 - 2 mts)",22,"Mediano",-68.8424533135,-32.9011402468,"2",0,"bajo",69.08,276.32,"muy raro"
24668,"Caducifolio","Bajo (2 - 4 mts)",22,"Mediano",-68.8422634773,-32.901154045,"2",0,"bajo",69.08,138.16,"normal"
24670,"Pltano","Alto (> 8 mts)",270,"Grande",-68.8421875597,-32.9009265935,"2",1,"alto",847.8,847.8,"muy común"
24671,"Pltano","Alto (> 8 mts)",260,"Grande",-68.8421578291,-32.9008152874,"2",0,"alto",816.4,816.4,"muy común"
24673,"Acer","Bajo (2 - 4 mts)",58,"Mediano",-68.8411143655,-32.8968291263,"2",0,"bajo",182.12,364.24,"raro"
24674,"Paraiso","Medio (4 - 8 mts)",150,"Grande",-68.8412268985,-32.8967164678,"2",1,"medio",471,1413,"normal"
24675,"Paraiso","Medio (4 - 8 mts)",110,"Grande",-68.8412852614,-32.8967131154,"2",0,"medio",345.4,1036.2,"normal"
24676,"Prunas","Bajo (2 - 4 mts)",20,"Chico",-68.842033593,-32.8966801595,"2",0,"bajo",62.8,125.6,"muy común"
24678,"Prunas","Bajo (2 - 4 mts)",57,"Mediano",-68.8433892301,-32.8964596881,"2",0,"bajo",178.98,357.96,"muy común"
24679,"Paraiso","Medio (4 - 8 mts)",57,"Mediano",-68.8433252399,-32.8964419348,"2",0,"bajo",178.98,536.94,"normal"
24680,"Prunas","Medio (4 - 8 mts)",110,"Grande",-68.8432166444,-32.8964446841,"2",0,"medio",345.4,1036.2,"normal"
24681,"Paraiso","Alto (> 8 mts)",300,"Grande",-68.8431232199,-32.8964508788,"2",0,"alto",942,942,"muy común"
24682,"Paraiso","Medio (4 - 8 mts)",91,"Grande",-68.8429319989,-32.8964574916,"2",0,"bajo",285.74,857.22,"normal"
24685,"Morera","Alto (> 8 mts)",140,"Grande",-68.8426716189,-32.8964681649,"2",1,"medio",439.6,439.6,"muy común"
24687,"Morera","Alto (> 8 mts)",320,"Grande",-68.8424668208,-32.8964765633,"2",0,"muy alto",1004.8,1004.8,"muy común"
24690,"Paraiso","Alto (> 8 mts)",145,"Grande",-68.8425762646,-32.8965381062,"2",0,"medio",455.3,455.3,"muy común"
24691,"Olmo comun","Alto (> 8 mts)",250,"Grande",-68.8426215878,-32.896534827,"2",0,"alto",785,785,"muy común"
24692,"Olmo comun","Alto (> 8 mts)",230,"Grande",-68.8427622514,-32.8965299545,"2",0,"alto",722.2,722.2,"muy común"
24694,"Morera","Alto (> 8 mts)",85,"Grande",-68.8433756013,-32.8964909597,"2",1,"bajo",266.9,266.9,"muy común"
24695,"Morera","Alto (> 8 mts)",113,"Grande",-68.8433463062,-32.8964965135,"2",0,"medio",354.82,354.82,"muy común"
24699,"Morera","Alto (> 8 mts)",180,"Grande",-68.8433625523,-32.896314212,"2",1,"medio",565.2,565.2,"muy común"
24700,"Morera","Alto (> 8 mts)",165,"Grande",-68.8432722273,-32.8963205008,"2",0,"medio",518.1,518.1,"muy común"
24702,"Morera","Medio (4 - 8 mts)",62,"Grande",-68.83503751,-32.8983113671,"2",0,"bajo",194.68,584.04,"normal"
24703,"Morera","Medio (4 - 8 mts)",58,"Mediano",-68.8349973394,-32.8982622225,"2",0,"bajo",182.12,546.36,"normal"
24706,"Fresno europeo","Bajo (2 - 4 mts)",38,"Mediano",-68.8347653021,-32.8979221384,"2",0,"bajo",119.32,238.64,"raro"
24707,"Pltano","Alto (> 8 mts)",200,"Grande",-68.8412438471,-32.8981571471,"2",0,"medio",628,628,"muy común"
24708,"Pltano","Alto (> 8 mts)",200,"Grande",-68.8412653583,-32.8982428566,"2",0,"medio",628,628,"muy común"
24709,"Pltano","Alto (> 8 mts)",210,"Grande",-68.8413018148,-32.8983387941,"2",0,"alto",659.4,659.4,"muy común"
24710,"Pltano","Alto (> 8 mts)",190,"Grande",-68.8413219577,-32.8984312808,"2",0,"medio",596.6,596.6,"muy común"
24714,"Pltano","Alto (> 8 mts)",250,"Grande",-68.8413962567,-32.8987224929,"2",0,"alto",785,785,"muy común"
24715,"Pltano","Alto (> 8 mts)",225,"Grande",-68.8414355493,-32.8988651902,"2",0,"alto",706.5,706.5,"muy común"
24716,"Pltano","Alto (> 8 mts)",210,"Grande",-68.8414610446,-32.8989531373,"2",0,"alto",659.4,659.4,"muy común"
24717,"Pltano","Alto (> 8 mts)",285,"Grande",-68.8415162026,-32.8991898107,"2",0,"alto",894.9,894.9,"muy común"
24719,"Morera","Alto (> 8 mts)",180,"Grande",-68.8411515742,-32.8992403927,"2",1,"medio",565.2,565.2,"muy común"
24720,"Morera","Bajo (2 - 4 mts)",17,"Chico",-68.8410036876,-32.8992385483,"2",0,"bajo",53.38,106.76,"raro"
24722,"Morera","Alto (> 8 mts)",134,"Grande",-68.8408684068,-32.899234343,"2",0,"medio",420.76,420.76,"muy común"
24723,"Olmo comun","Alto (> 8 mts)",93,"Grande",-68.8408096148,-32.8992376044,"2",0,"bajo",292.02,292.02,"muy común"
24724,"Morera","Alto (> 8 mts)",150,"Grande",-68.8407251843,-32.8992332589,"2",1,"medio",471,471,"muy común"
24725,"Morera","Alto (> 8 mts)",140,"Grande",-68.8406215097,-32.8992316841,"2",1,"medio",439.6,439.6,"muy común"
24726,"Morera","Alto (> 8 mts)",130,"Grande",-68.8403346303,-32.899227385,"2",0,"medio",408.2,408.2,"muy común"
24727,"Morera","Alto (> 8 mts)",180,"Grande",-68.8401886457,-32.8992228361,"2",1,"medio",565.2,565.2,"muy común"
24728,"Morera","Alto (> 8 mts)",127,"Grande",-68.8399739165,-32.8991631401,"2",0,"medio",398.78,398.78,"muy común"
24729,"Morera","Alto (> 8 mts)",170,"Grande",-68.8399461989,-32.8991229794,"2",0,"medio",533.8,533.8,"muy común"
24731,"Morera","Alto (> 8 mts)",132,"Grande",-68.839849183,-32.8989849867,"2",0,"medio",414.48,414.48,"muy común"
24732,"Morera","Alto (> 8 mts)",142,"Grande",-68.8398214805,-32.8989365305,"2",0,"medio",445.88,445.88,"muy común"
24734,"Morera","Alto (> 8 mts)",120,"Grande",-68.8397287374,-32.8988001663,"2",1,"medio",376.8,376.8,"muy común"
24736,"Morera","Alto (> 8 mts)",110,"Grande",-68.8395341279,-32.8985117825,"2",1,"medio",345.4,345.4,"muy común"
24737,"Morera","Medio (4 - 8 mts)",40,"Mediano",-68.8394206541,-32.8983514506,"2",0,"bajo",125.6,376.8,"normal"
24738,"Morera","Alto (> 8 mts)",111,"Grande",-68.83934072,-32.8982251113,"2",0,"medio",348.54,348.54,"muy común"
24739,"Morera","Muy bajo (1 - 2 mts)",3,"Chico",-68.8392714234,-32.8981270085,"2",0,"bajo",9.42,37.68,"muy raro"
24740,"Morera","Alto (> 8 mts)",170,"Grande",-68.8392426467,-32.898081887,"2",1,"medio",533.8,533.8,"muy común"
24741,"Fresno europeo","Bajo (2 - 4 mts)",19,"Chico",-68.8345350212,-32.8975742278,"2",0,"bajo",59.66,119.32,"raro"
24742,"Acer","Medio (4 - 8 mts)",52,"Mediano",-68.834460887,-32.897465495,"2",0,"bajo",163.28,489.84,"muy común"
24743,"Acer","Alto (> 8 mts)",108,"Grande",-68.8344173266,-32.8973912336,"2",0,"medio",339.12,339.12,"normal"
24744,"Morera","Alto (> 8 mts)",152,"Grande",-68.8345355286,-32.8972852007,"2",0,"medio",477.28,477.28,"muy común"
24745,"Morera","Alto (> 8 mts)",148,"Grande",-68.8345838575,-32.8972735769,"2",0,"medio",464.72,464.72,"muy común"
24746,"Morera","Medio (4 - 8 mts)",102,"Grande",-68.8346917333,-32.8972561366,"2",1,"medio",320.28,960.84,"normal"
24747,"Morera","Medio (4 - 8 mts)",98,"Grande",-68.8347487023,-32.8972457541,"2",0,"bajo",307.72,923.16,"normal"
24750,"Morera","Medio (4 - 8 mts)",82,"Grande",-68.8350729749,-32.8974871509,"2",0,"bajo",257.48,772.44,"normal"
24754,"Morera","Medio (4 - 8 mts)",56,"Mediano",-68.8397833276,-32.8961484072,"2",0,"bajo",175.84,527.52,"normal"
24755,"Pltano","Alto (> 8 mts)",236,"Grande",-68.8406709772,-32.8959592423,"2",0,"alto",741.04,741.04,"muy común"
24756,"Pltano","Alto (> 8 mts)",236,"Grande",-68.8407894764,-32.8963922317,"2",0,"alto",741.04,741.04,"muy común"
24757,"Pltano","Alto (> 8 mts)",264,"Grande",-68.8407641141,-32.8962928061,"2",0,"alto",828.96,828.96,"muy común"
24758,"Pltano","Alto (> 8 mts)",244,"Grande",-68.8407356849,-32.896181779,"2",0,"alto",766.16,766.16,"muy común"
24761,"Olmo comun","Alto (> 8 mts)",103,"Grande",-68.8406483623,-32.8964720951,"2",0,"medio",323.42,323.42,"muy común"
24762,"Olmo comun","Alto (> 8 mts)",120,"Grande",-68.8404775095,-32.8964684355,"2",0,"medio",376.8,376.8,"muy común"
24764,"Morera","Medio (4 - 8 mts)",30,"Mediano",-68.8402064328,-32.8964659397,"2",0,"bajo",94.2,282.6,"normal"
